LJ002-0071|It was large and comparatively commodious, being maintained on a better footing than any other part of the prison.|It was large and comparatively commodious, being maintained on a better footing than any other part of the prison.
LJ002-0072|The inmates were privileged, either by antecedents or the fortunate possession of sufficient funds to pay the charges of the place.|The inmates were privileged, either by antecedents or the fortunate possession of sufficient funds to pay the charges of the place.
LJ002-0073|Neild takes it for granted that the former rather than the latter prevailed in the selection,|Neild takes it for granted that the former rather than the latter prevailed in the selection,
LJ002-0074|and tells us that in the state side, quote, such prisoners were safely associated whose manners and conduct evince a more liberal style of education,|and tells us that in the state side, quote, such prisoners were safely associated whose manners and conduct evince a more liberal style of education,
LJ002-0075|and who are therefore lodged apart from all other districts of the jail. End quote.|and who are therefore lodged apart from all other districts of the jail. End quote.
LJ002-0076|The state side contained twelve good-sized rooms,|The state side contained twelve good-sized rooms,
LJ002-0077|from twenty-one by eighteen feet to fifteen feet square, which were furnished with bedsteads and bedding.|from twenty-one by eighteen feet to fifteen feet square, which were furnished with bedsteads and bedding.
LJ002-0078|7. The press yard was that part set aside for the condemned.|seven. The press yard was that part set aside for the condemned.
LJ002-0079|Its name and its situation were the same as those of the old place of carrying out the terrible sentence inflicted on accused persons who stood mute.|Its name and its situation were the same as those of the old place of carrying out the terrible sentence inflicted on accused persons who stood mute.
LJ002-0080|The long narrow yard still remained as we saw it in Jacobite times,|The long narrow yard still remained as we saw it in Jacobite times,
LJ002-0081|and beyond it was now a day room for the capital convicts or those awaiting execution.|and beyond it was now a day room for the capital convicts or those awaiting execution.
LJ002-0082|Beyond the press yard were three stories, condemned cells, fifteen in all, with vaulted ceilings nine feet high to the crown of the arch.|Beyond the press yard were three stories, condemned cells, fifteen in all, with vaulted ceilings nine feet high to the crown of the arch.
LJ002-0083|The ground floor cells were nine feet by six;|The ground floor cells were nine feet by six;
LJ002-0084|those on the first floor were rather larger on account of a set-off in the wall; and the uppermost were the largest, for the same reason.|those on the first floor were rather larger on account of a set-off in the wall; and the uppermost were the largest, for the same reason.
LJ002-0085|Security was provided for in these condemned cells by lining the substantial stone walls with planks studded with broad-headed nails;|Security was provided for in these condemned cells by lining the substantial stone walls with planks studded with broad-headed nails;
LJ002-0086|they were lighted by a double-grated window two feet nine inches by fourteen inches; and in the doors, which were four inches thick,|they were lighted by a double-grated window two feet nine inches by fourteen inches; and in the doors, which were four inches thick,
LJ002-0087|a circular aperture had been let in to give ventilation and secure a free current of air.|a circular aperture had been let in to give ventilation and secure a free current of air.
LJ002-0088|In each cell there was a barrack bedstead on the floor without bedding.|In each cell there was a barrack bedstead on the floor without bedding.
LJ002-0089|8. The female felons were deprived of part of the space which the architect had intended for them.|eight. The female felons were deprived of part of the space which the architect had intended for them.
LJ002-0090|More than half their quadrangle had been partitioned off for another purpose,|More than half their quadrangle had been partitioned off for another purpose,
LJ002-0091|and what remained was divided into a master's and a common side for female felons.|and what remained was divided into a master's and a common side for female felons.
LJ002-0092|The two yards were adjoining, that for the common side much the largest.|The two yards were adjoining, that for the common side much the largest.
LJ002-0093|There were nine wards in all on the female side, one of them in the attic,|There were nine wards in all on the female side, one of them in the attic,
LJ002-0094|with four casements and two fireplaces, being allotted for a female infirmary|with four casements and two fireplaces, being allotted for a female infirmary
LJ002-0095|and the rest being provided with barrack beds, and in dimensions varying from thirty feet by fifteen to fifteen feet by ten.|and the rest being provided with barrack beds, and in dimensions varying from thirty feet by fifteen to fifteen feet by ten.
LJ002-0096|The eight courts above enumerated were well supplied with water;|The eight courts above enumerated were well supplied with water;
LJ002-0097|they had dust-bins, sewers, and so forth, "properly disposed," and the city scavenger paid periodical visits to the prison.|they had dust-bins, sewers, and so forth, "properly disposed," and the city scavenger paid periodical visits to the prison.
LJ002-0098|The prisoners had few comforts, beyond the occasional use of a bath at some distance, situated in the press yard,|The prisoners had few comforts, beyond the occasional use of a bath at some distance, situated in the press yard,
LJ002-0099|to which access was granted rarely and as a great favor. But they were allowed the luxury of drink -- if they could pay for it.|to which access was granted rarely and as a great favor. But they were allowed the luxury of drink -- if they could pay for it.
LJ002-0100|A recent reform had closed the tap kept by the jailer within the precincts, but|A recent reform had closed the tap kept by the jailer within the precincts, but
LJ002-0101|there was still a "convenient room" which served, and, quote,|there was still a "convenient room" which served, and, quote,
LJ002-0102|near it a grating through which the debtors receive their beer from the neighboring public-houses.|near it a grating through which the debtors receive their beer from the neighboring public-houses.
LJ002-0103|The felons' side has a similar accommodation, and this mode of introducing the beverage is adopted because no publican as such|The felons' side has a similar accommodation, and this mode of introducing the beverage is adopted because no publican as such
LJ002-0104|can be permitted to enter the interior of this prison. End quote. The tap-room and bar were just behind the felons' entrance lodge,|can be permitted to enter the interior of this prison. End quote. The tap-room and bar were just behind the felons' entrance lodge,
LJ002-0105|and beyond it was a room called the "wine room," because formerly used for the sale of wine, but|and beyond it was a room called the "wine room," because formerly used for the sale of wine, but
LJ002-0106|in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.|in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.
LJ002-0107|Quote, On the top of the jail, continues Neild, are a watch-house and a sentry-box, where two or more guards, with dogs and firearms,|Quote, On the top of the jail, continues Neild, are a watch-house and a sentry-box, where two or more guards, with dogs and firearms,
LJ002-0108|watch all night. Adjoining the felons' side lodge is the keeper's office, where the prison books are kept, and his clerk,|watch all night. Adjoining the felons' side lodge is the keeper's office, where the prison books are kept, and his clerk,
LJ002-0109|called the clerk of the papers, attends daily. End quote.|called the clerk of the papers, attends daily. End quote.
LJ002-0110|Having thus briefly described the plan and appropriation of the prison, I propose to deal now with the general condition of the inmates, and the manner of their life.|Having thus briefly described the plan and appropriation of the prison, I propose to deal now with the general condition of the inmates, and the manner of their life.
LJ002-0111|Of these the debtors, male and female, formed a large proportion.|Of these the debtors, male and female, formed a large proportion.
LJ002-0112|The frequency and extent of processes against debtors seventy or eighty years ago will appear almost incredible|The frequency and extent of processes against debtors seventy or eighty years ago will appear almost incredible
LJ002-0113|in an age when insolvent acts and bankruptcy courts do so much to relieve the impecunious,|in an age when insolvent acts and bankruptcy courts do so much to relieve the impecunious,
LJ002-0114|and imprisonment for debt has almost entirely disappeared.|and imprisonment for debt has almost entirely disappeared.
LJ002-0116|The number of processes against debtors annually was extraordinary.|The number of processes against debtors annually was extraordinary.
LJ002-0117|Neild gives, on the authority of Mr. Burchell, the under sheriff of Middlesex,|Neild gives, on the authority of Mr. Burchell, the under sheriff of Middlesex,
LJ002-0118|a table showing the figures for the year ending Michaelmas 1802.|a table showing the figures for the year ending Michaelmas eighteen oh two.
LJ002-0119|In that period upwards of 200,000 writs|In that period upwards of two hundred thousand writs
LJ002-0120|had been issued for the arrests of debtors in the kingdom, for sums varying from fourpence to £500 and upwards.|had been issued for the arrests of debtors in the kingdom, for sums varying from fourpence to five hundred pounds and upwards.
LJ002-0121|Fifteen thousand of these were issued in Middlesex alone, which at that time was reckoned as only a fifteenth of Great Britain.|Fifteen thousand of these were issued in Middlesex alone, which at that time was reckoned as only a fifteenth of Great Britain.
LJ002-0122|The number of arrests actually made was 114,300 for the kingdom, and 7020 for Middlesex.|The number of arrests actually made was one hundred fourteen thousand, three hundred for the kingdom, and seven thousand twenty for Middlesex.
LJ002-0123|Barely half of these gave bail bonds on arrests, and the remainder went to prison.|Barely half of these gave bail bonds on arrests, and the remainder went to prison.
LJ002-0124|Quite half of the foregoing writs and arrests applied to sums under £30.|Quite half of the foregoing writs and arrests applied to sums under thirty pounds.
LJ002-0125|Neild also says that in 1793,|Neild also says that in seventeen ninety-three,
LJ002-0126|5719 writs and executions for debts between £10 and £20 were issued in Middlesex,|five thousand, seven hundred nineteen writs and executions for debts between ten pounds and twenty pounds were issued in Middlesex,
LJ002-0127|and the aggregate amount of debts sued for was £81,791.|and the aggregate amount of debts sued for was eighty-one thousand, seven hundred ninety-one pounds.
LJ002-0128|He also makes the curious calculation that the costs of these actions if undefended|He also makes the curious calculation that the costs of these actions if undefended
LJ002-0129|would have amounted to £68,728, and if defended,|would have amounted to sixty-eight thousand, seven hundred twenty-eight pounds, and if defended,
LJ002-0130|£285,950; in other words, that to recover eighty odd thousand pounds,|two hundred eighty-five thousand, nine hundred fifty pounds; in other words, that to recover eighty odd thousand pounds,
LJ002-0131|three times the amount would be expended.|three times the amount would be expended.
LJ002-0132|An elaborate machinery planned for the protection of the trader, and altogether on his side, had long existed for the recovery of debts.|An elaborate machinery planned for the protection of the trader, and altogether on his side, had long existed for the recovery of debts.
LJ002-0133|Alfred the Great established the Court Baron, the Hundred Court, and the County Court, which among other matters entertained pleas for debt.|Alfred the Great established the Court Baron, the Hundred Court, and the County Court, which among other matters entertained pleas for debt.
LJ002-0134|The County Court was the sheriff's, who sat there surrounded by the bishop and the magnates of the county;|The County Court was the sheriff's, who sat there surrounded by the bishop and the magnates of the county;
LJ002-0135|but as time passed, difficulties and delays in obtaining judgment led to the removal of causes to the great Court of King's Bench,|but as time passed, difficulties and delays in obtaining judgment led to the removal of causes to the great Court of King's Bench,
LJ002-0136|and the disuse of the inferior courts.|and the disuse of the inferior courts.
LJ002-0137|So much inconvenience ensued, that in 1518 the Corporation obtained from Parliament an act empowering two aldermen|So much inconvenience ensued, that in fifteen eighteen the Corporation obtained from Parliament an act empowering two aldermen
LJ002-0138|and four common councilmen to hold Courts of Requests, or Courts of Conscience, to hear and determine all causes of debt|and four common councilmen to hold Courts of Requests, or Courts of Conscience, to hear and determine all causes of debt
LJ002-0139|under 40 shillings arising within the city.|under forty shillings arising within the city.
LJ002-0140|These courts were extended two centuries later to several large provincial towns, and all were in full activity when Neild wrote,|These courts were extended two centuries later to several large provincial towns, and all were in full activity when Neild wrote,
LJ002-0141|and indeed supplied the bulk of the poor debtors committed to prison.|and indeed supplied the bulk of the poor debtors committed to prison.
LJ002-0142|These courts were open to many and grave objections.|These courts were open to many and grave objections.
LJ002-0143|The commissioners who presided were, quote, little otherwise than self-elected|The commissioners who presided were, quote, little otherwise than self-elected
LJ002-0144|and when once appointed continued to serve sine die; they were generally near in rank to the parties whose causes they decided.|and when once appointed continued to serve sine die; they were generally near in rank to the parties whose causes they decided.
LJ002-0145|Often a commissioner had to leave the bench because he was himself a party to the suit that was sub judice.|Often a commissioner had to leave the bench because he was himself a party to the suit that was sub judice.
LJ002-0146|The activity as well as the futility of these courts may be estimated from the statement given by Neild|The activity as well as the futility of these courts may be estimated from the statement given by Neild
LJ002-0147|that thirteen hundred and twelve debtors were committed by them to Newgate between 1797 and 1808,|that thirteen hundred and twelve debtors were committed by them to Newgate between seventeen ninety-seven and eighteen oh eight,
LJ002-0148|and that no more than 197 creditors recovered debts and costs.|and that no more than one hundred ninety-seven creditors recovered debts and costs.
LJ002-0149|The latter indeed hung like millstones round the neck of the unhappy insolvent wretches who found themselves in limbo.|The latter indeed hung like millstones round the neck of the unhappy insolvent wretches who found themselves in limbo.
LJ002-0150|Costs were the gallons of sack to the pennyworth of debt.|Costs were the gallons of sack to the pennyworth of debt.
LJ002-0151|Neild found at his visit to Newgate in 1810,|Neild found at his visit to Newgate in eighteen ten,
LJ002-0152|fourteen men and women who had lain there ten, eleven, and thirteen years for debts of a few shillings,|fourteen men and women who had lain there ten, eleven, and thirteen years for debts of a few shillings,
LJ002-0153|weighted by treble the amount of costs.|weighted by treble the amount of costs.
LJ002-0154|Thus, amongst others, Thomas Blackburn had been committed on October 15th for a debt of 1 shilling 5 pence.|Thus, amongst others, Thomas Blackburn had been committed on October fifteenth for a debt of one shilling five pence.
LJ002-0155|for which the costs were 6 shillings 10 pence.|for which the costs were six shillings ten pence.
LJ002-0156|Thomas Dobson, on 22nd August, 1799, for 1 shilling, with costs of 8 shillings, 10 pence.|Thomas Dobson, on twenty-second August, seventeen ninety-nine, for one shilling, with costs of eight shillings, ten pence.
LJ002-0157|and Susannah Evans, in October the same year, for 2 shillings, with costs of 6 shillings, 8 pence.|and Susannah Evans, in October the same year, for two shillings, with costs of six shillings, eight pence.
LJ002-0158|Other cases are recorded elsewhere, as at the Giltspur Street Compter, where in 1805 Mr. Neild found a man named William Grant|Other cases are recorded elsewhere, as at the Giltspur Street Compter, where in eighteen oh five Mr. Neild found a man named William Grant
LJ002-0159|detained for 1 shilling 9 pence, with costs of 5 shillings.|detained for one shilling nine pence, with costs of five shillings.
LJ002-0160|and John Lancaster for 1 shilling, 8 pence, with costs of 7 shillings, 6 pence. Quote.|and John Lancaster for one shilling, eight pence, with costs of seven shillings, six pence. Quote.
LJ002-0161|These surely, I thought," says Mr. Neild, "were bad enough! But it was not so. End quote.|These surely, I thought," says Mr. Neild, "were bad enough! But it was not so. End quote.
LJ002-0162|He recites another most outrageous and extraordinary case, in which one John Bird,|He recites another most outrageous and extraordinary case, in which one John Bird,
LJ002-0163|a market porter, was arrested and committed at the suit of a publican|a market porter, was arrested and committed at the suit of a publican
LJ002-0164|for the paltry sum of 4 pence, with costs of 7 shillings, 6 pence.|for the paltry sum of four pence, with costs of seven shillings, six pence.
LJ002-0165|Bird was, however, discharged within three days by a subscription raised among his fellow-prisoners.|Bird was, however, discharged within three days by a subscription raised among his fellow-prisoners.
LJ002-0166|Mr. Buxton, in his "Inquiry into the System of Prison Discipline,"|Mr. Buxton, in his "Inquiry into the System of Prison Discipline,"
LJ002-0167|quotes a case which came within his own knowledge of a boy sent to prison for non-payment of one penny.|quotes a case which came within his own knowledge of a boy sent to prison for non-payment of one penny.
LJ002-0168|The lad in question was found in Coldbath Fields prison, to which he had been sent for a month in default of paying a fine of forty shillings.|The lad in question was found in Coldbath Fields prison, to which he had been sent for a month in default of paying a fine of forty shillings.
LJ002-0169|He had been in the employ of a corn-chandler at Islington, and went into London with his master's cart and horse.|He had been in the employ of a corn-chandler at Islington, and went into London with his master's cart and horse.
LJ002-0170|There was in the City Road a temporary bar, with a collector of tolls who was sometimes on the spot and sometimes not.|There was in the City Road a temporary bar, with a collector of tolls who was sometimes on the spot and sometimes not.
LJ002-0171|The boy declared he saw no one, and accordingly passed through without paying the toll of a penny.|The boy declared he saw no one, and accordingly passed through without paying the toll of a penny.
LJ002-0172|For this he was summoned before a magistrate, and sentenced as already stated.|For this he was summoned before a magistrate, and sentenced as already stated.
LJ002-0173|The lad was proved to be of good character and the son of respectable parents.|The lad was proved to be of good character and the son of respectable parents.
LJ002-0174|Mr. Buxton's friends at once paid the forty shillings, and the boy was released.|Mr. Buxton's friends at once paid the forty shillings, and the boy was released.
LJ002-0175|The costs in heavier debts always doubled the sum; if the arrest was made in the country it trebled it.|The costs in heavier debts always doubled the sum; if the arrest was made in the country it trebled it.
LJ002-0176|Neild gives a list of the various items charged upon a debt of £10, which included instructions to sue,|Neild gives a list of the various items charged upon a debt of ten pounds, which included instructions to sue,
LJ002-0177|affidavit of debt, drawing praecipe (1 pound, 5 shillings), capias, fee to officer on arrest,|affidavit of debt, drawing praecipe (one pound, five shillings), capias, fee to officer on arrest,
LJ002-0178|affidavit of service, and many more, amounting in all to twenty-seven,|affidavit of service, and many more, amounting in all to twenty-seven,
LJ002-0179|and costing 11 pounds, 15 shillings, 8 pence, within ten days.|and costing eleven pounds, fifteen shillings, eight pence, within ten days.
LJ002-0180|Before dealing with the debtors in Newgate, I may refer incidentally|Before dealing with the debtors in Newgate, I may refer incidentally
LJ002-0181|to those in other London prisons, for Newgate was not the only place of durance for these unfortunate people. There were also the King's Bench,|to those in other London prisons, for Newgate was not the only place of durance for these unfortunate people. There were also the King's Bench,
LJ002-0182|the Fleet, and the Marshalsea prisons especially devoted to them,|the Fleet, and the Marshalsea prisons especially devoted to them,
LJ002-0183|whilst Ludgate, the Giltspur Street, and Borough Compters also received them|whilst Ludgate, the Giltspur Street, and Borough Compters also received them
LJ002-0184|the latter two being also a prison for felons and vagrants arrested within certain limits.|the latter two being also a prison for felons and vagrants arrested within certain limits.
LJ002-0185|The King's Bench was a national prison, in which were confined all debtors arrested for debt or for contempt of the court of the King's Bench.|The King's Bench was a national prison, in which were confined all debtors arrested for debt or for contempt of the court of the King's Bench.
LJ002-0186|The population generally amounted to from five hundred to seven hundred, the accommodation being calculated for two hundred.|The population generally amounted to from five hundred to seven hundred, the accommodation being calculated for two hundred.
LJ002-0187|Every new-comer was entitled to a "chummage" ticket, but did not always get it,|Every new-comer was entitled to a "chummage" ticket, but did not always get it,
LJ002-0188|being often obliged to pay a high rent for a bed at the coffee-house or in some room which was vacated by its regular occupant.|being often obliged to pay a high rent for a bed at the coffee-house or in some room which was vacated by its regular occupant.
LJ002-0189|No fixed rates or rules governed the hiring out of rooms or parts of a room, and all sorts of imposition was practiced.|No fixed rates or rules governed the hiring out of rooms or parts of a room, and all sorts of imposition was practiced.
LJ002-0190|The best, or at least the most influential prisoners, got lodging in the State House, which contained "eight large handsome rooms."|The best, or at least the most influential prisoners, got lodging in the State House, which contained "eight large handsome rooms."
LJ002-0191|Besides those actually resident within the walls,|Besides those actually resident within the walls,
LJ002-0192|another two hundred more or less took advantage of "the rules," and lived outside within a circumference of two miles and a half.|another two hundred more or less took advantage of "the rules," and lived outside within a circumference of two miles and a half.
LJ002-0193|In these cases security was given for the amount of the debt,|In these cases security was given for the amount of the debt,
LJ002-0194|and a heavy fee at the rate of £8 per £100, with £4 for every additional hundred.|and a heavy fee at the rate of eight pounds per one hundred pounds, with four pounds for every additional hundred.
LJ002-0195|Besides these, a number had the privilege of a "run on the key," which allowed a prisoner to go into the rules for the day.|Besides these, a number had the privilege of a "run on the key," which allowed a prisoner to go into the rules for the day.
LJ002-0196|The foregoing rentals and payments for privileges, together with fees exacted on commitment and discharge, went to the marshal or keeper of the prison,|The foregoing rentals and payments for privileges, together with fees exacted on commitment and discharge, went to the marshal or keeper of the prison,
LJ002-0197|whose net annual income thus entirely derived from the impecunious amounted to between three and four thousand pounds.|whose net annual income thus entirely derived from the impecunious amounted to between three and four thousand pounds.
LJ002-0198|The office of marshal had been hereditary,|The office of marshal had been hereditary,
LJ002-0199|but in the 27th George II the right of presentation was bought by the Crown for £10,500.|but in the twenty-seventh George the second the right of presentation was bought by the Crown for ten thousand, five hundred pounds.
LJ002-0200|The marshal was supposed to be resident either within the prison or the rules.|The marshal was supposed to be resident either within the prison or the rules.
LJ002-0201|He seems to have felt no responsibility as to the welfare or comfort of those in charge, and out of whom he made all his money.|He seems to have felt no responsibility as to the welfare or comfort of those in charge, and out of whom he made all his money.
LJ002-0202|The prison was always in "the most filthy state imaginable."|The prison was always in "the most filthy state imaginable."
LJ002-0203|The half or wholly starved prisoners fished for alms or food at the gratings.|The half or wholly starved prisoners fished for alms or food at the gratings.
LJ002-0204|When they were sick no more notice was taken of them than of a dog.|When they were sick no more notice was taken of them than of a dog.
LJ002-0205|A man dying of liver complaint lay on the cold stones without a bed or food to eat.|A man dying of liver complaint lay on the cold stones without a bed or food to eat.
LJ002-0206|Dissolute habits prevailed on all sides; drunkenness was universal, gambling perpetual.|Dissolute habits prevailed on all sides; drunkenness was universal, gambling perpetual.
LJ002-0207|The yards were taken up with rackets and five courts, and here and there were "bumble puppy grounds," a game in which the players rolled iron balls|The yards were taken up with rackets and five courts, and here and there were "bumble puppy grounds," a game in which the players rolled iron balls
LJ002-0208|into holes marked with numbers.|into holes marked with numbers.
LJ002-0209|How to make most profit out of the wretched denizens of the jail was the marshal's only care. He got a rent for the coffee-house and the bake-house;|How to make most profit out of the wretched denizens of the jail was the marshal's only care. He got a rent for the coffee-house and the bake-house;
LJ002-0210|the keeper of the large tap-room called the Brace, because it was once kept by two brothers named Partridge, also paid him toll.|the keeper of the large tap-room called the Brace, because it was once kept by two brothers named Partridge, also paid him toll.
LJ002-0211|The sale of spirits was forbidden, but gin could always be had at the whistling shops, where it was known as Moonshine, Sky Blue,|The sale of spirits was forbidden, but gin could always be had at the whistling shops, where it was known as Moonshine, Sky Blue,
LJ002-0212|Mexico, and was consumed at the rate of a hogshead per week.|Mexico, and was consumed at the rate of a hogshead per week.
LJ002-0213|The Fleet, which stood in Farringdon Street,|The Fleet, which stood in Farringdon Street,
LJ002-0214|was a prison for debtors and persons committed for contempt by the courts of Chancery, Exchequer, and Common Pleas.|was a prison for debtors and persons committed for contempt by the courts of Chancery, Exchequer, and Common Pleas.
LJ002-0215|It was so used for the date of the abolition of the Star Chamber in the 16th Charles I.|It was so used for the date of the abolition of the Star Chamber in the sixteenth Charles the first
LJ002-0216|The shameful malpractices of Bambridge,|The shameful malpractices of Bambridge,
LJ002-0217|the warden of the Fleet at the commencement of the eighteenth century, are too well known to need more than a passing reference.|the warden of the Fleet at the commencement of the eighteenth century, are too well known to need more than a passing reference.
LJ002-0218|A committee of the House of Commons investigated the charges against Bambridge, who was proved to have connived at the escape of some debtors,|A committee of the House of Commons investigated the charges against Bambridge, who was proved to have connived at the escape of some debtors,
LJ002-0219|and to have been guilty of extortion to others. One Sir William Rich, Bart., he had loaded with heavy irons|and to have been guilty of extortion to others. One Sir William Rich, Bart., he had loaded with heavy irons
LJ002-0220|In consequence of these disclosures, both Bambridge and Huggin, his predecessor in the office, were committed to Newgate,|In consequence of these disclosures, both Bambridge and Huggin, his predecessor in the office, were committed to Newgate,
LJ002-0221|and many reforms instituted. But the condition of the prison and its inmates remained unsatisfactory to the last.|and many reforms instituted. But the condition of the prison and its inmates remained unsatisfactory to the last.
LJ002-0222|It contained generally from six to seven hundred inmates, while another hundred more or less resided in the rules outside.|It contained generally from six to seven hundred inmates, while another hundred more or less resided in the rules outside.
LJ002-0223|The principle of "chummage" prevailed as in the King's Bench,|The principle of "chummage" prevailed as in the King's Bench,
LJ002-0224|but a number of rooms, fifteen more or less, were reserved for poor debtors under the name of Bartholomew Fair.|but a number of rooms, fifteen more or less, were reserved for poor debtors under the name of Bartholomew Fair.
LJ002-0225|The rentals of rooms and fees went to the warden, whose income was £2372.|The rentals of rooms and fees went to the warden, whose income was two thousand three hundred seventy-two pounds.
LJ002-0226|The same evils of overcrowding, uncleanliness, want of medical attendance,|The same evils of overcrowding, uncleanliness, want of medical attendance,
LJ002-0227|absence or neglect of divine service, were present as in the King's Bench, but in an exaggerated form.|absence or neglect of divine service, were present as in the King's Bench, but in an exaggerated form.
LJ002-0228|The Committee on Jails reported that, quote, although the house of the warden looked into the court,|The Committee on Jails reported that, quote, although the house of the warden looked into the court,
LJ002-0229|and the turnkeys slept in the prison, yet scenes of riot, drunkenness, and disorder were most prevalent, end quote.|and the turnkeys slept in the prison, yet scenes of riot, drunkenness, and disorder were most prevalent, end quote.
LJ002-0230|The state of morals was disgraceful. Any woman obtained admission if sober, and if she got drunk she was not turned out.|The state of morals was disgraceful. Any woman obtained admission if sober, and if she got drunk she was not turned out.
LJ002-0231|There was no distinct place for the female debtors, who lived in the same galleries as the men.|There was no distinct place for the female debtors, who lived in the same galleries as the men.
LJ002-0232|Disturbances were frequent, owing to the riotous conduct of intoxicated women.|Disturbances were frequent, owing to the riotous conduct of intoxicated women.
LJ002-0233|Twice a week there was a wine and beer club held at night, which lasted till two or three in the morning.|Twice a week there was a wine and beer club held at night, which lasted till two or three in the morning.
LJ002-0234|In the yard behind the prison|In the yard behind the prison
LJ002-0235|were places set apart for skittles, fives, and tennis, which strangers frequented as any other place of public amusement.|were places set apart for skittles, fives, and tennis, which strangers frequented as any other place of public amusement.
LJ002-0236|Matters were rather better at the Marshalsea.|Matters were rather better at the Marshalsea.
LJ002-0237|This very ancient prison, which stood in the High Street, Southwark,|This very ancient prison, which stood in the High Street, Southwark,
LJ002-0238|was used for debtors arrested for the lowest sums within twelve miles of the palace of Whitehall;|was used for debtors arrested for the lowest sums within twelve miles of the palace of Whitehall;
LJ002-0239|also for prisoners committed by the Admiralty Court.|also for prisoners committed by the Admiralty Court.
LJ002-0240|At one time the Marshalsea was the receptacle of pirates, but none were committed to it after 1789.|At one time the Marshalsea was the receptacle of pirates, but none were committed to it after seventeen eighty-nine.
LJ002-0241|The court of the Marshalsea was instituted by Charles I. in the sixth year of his reign,|The court of the Marshalsea was instituted by Charles the first in the sixth year of his reign,
LJ002-0242|to be held before the steward of the royal household, the knight marshal, and the steward of the court,|to be held before the steward of the royal household, the knight marshal, and the steward of the court,
LJ002-0243|with jurisdiction to hold pleas in all actions within the prescribed limits. The court was chiefly used for the recovery of small debts under £10|with jurisdiction to hold pleas in all actions within the prescribed limits. The court was chiefly used for the recovery of small debts under ten pounds
LJ002-0244|but its business was much reduced by the extension of the Courts of Conscience.|but its business was much reduced by the extension of the Courts of Conscience.
LJ002-0245|The prison was a nest of abuses, like its neighbor the King's Bench|The prison was a nest of abuses, like its neighbor the King's Bench
LJ002-0246|and came under the strong animadversion of the Jail Committee of 1729.|and came under the strong animadversion of the Jail Committee of seventeen twenty-nine.
LJ002-0247|As the business of the Marshalsea Court declined, the numbers in its prison diminished.|As the business of the Marshalsea Court declined, the numbers in its prison diminished.
LJ002-0248|The population, as reported by the committee in 1814, averaged about sixty,|The population, as reported by the committee in eighteen fourteen, averaged about sixty,
LJ002-0249|and the prison, although wives and children resided within the walls, was not overcrowded.|and the prison, although wives and children resided within the walls, was not overcrowded.
LJ002-0250|Their conduct too was orderly on the whole.|Their conduct too was orderly on the whole.
LJ002-0251|Drunkenness was not common, chiefly because liquor was not to be had freely, although the tapster paid a rent of two guineas a week for permission to sell it.|Drunkenness was not common, chiefly because liquor was not to be had freely, although the tapster paid a rent of two guineas a week for permission to sell it.
LJ002-0252|The inmates, who euphemistically styled themselves "collegians,"|The inmates, who euphemistically styled themselves "collegians,"
LJ002-0253|were governed by rules which they themselves had framed, and under which subscriptions were levied|were governed by rules which they themselves had framed, and under which subscriptions were levied
LJ002-0254|and fines imposed for conduct disapproved of by the "college."|and fines imposed for conduct disapproved of by the "college."
LJ002-0255|A court of the collegians was held every Monday to manage its affairs, at which all prisoners were required to attend.|A court of the collegians was held every Monday to manage its affairs, at which all prisoners were required to attend.
LJ002-0256|A committee of collegians was elected to act as the executive, also a secretary or accountant to receive monies and keep books,|A committee of collegians was elected to act as the executive, also a secretary or accountant to receive monies and keep books,
LJ002-0257|and a master of the ale-room, who kept this the scene of their revels clean, and saw that boiling water was provided for grog.|and a master of the ale-room, who kept this the scene of their revels clean, and saw that boiling water was provided for grog.
LJ002-0258|Bad language, quarreling, throwing water over one another was forbidden on pain of fine and being sent to Coventry;|Bad language, quarreling, throwing water over one another was forbidden on pain of fine and being sent to Coventry;
LJ002-0259|but the prevailing moral tone may be guessed from the penalty inflicted upon persons singing obscene songs before nine p.m.|but the prevailing moral tone may be guessed from the penalty inflicted upon persons singing obscene songs before nine p.m.
LJ002-0260|Yet the public opinion of the whole body seems to have checked dissipation.|Yet the public opinion of the whole body seems to have checked dissipation.
LJ002-0261|The poorer prisoners were not in abject want, as in other prisons,|The poorer prisoners were not in abject want, as in other prisons,
LJ002-0262|owing to many charitable gifts and bequests, which included annual donations from the Archbishop of Canterbury,|owing to many charitable gifts and bequests, which included annual donations from the Archbishop of Canterbury,
LJ002-0263|the Lord Steward of the Household, the steward and officers of the Marshalsea Court, and others.|the Lord Steward of the Household, the steward and officers of the Marshalsea Court, and others.
LJ002-0264|Legacies had also been left to free a certain number of debtors, notably that of £100 per annum|Legacies had also been left to free a certain number of debtors, notably that of one hundred pounds per annum
LJ002-0265|left by a Mr. Henry Allnutt, who was long a prisoner in the Marshalsea, and came into a fortune while there.|left by a Mr. Henry Allnutt, who was long a prisoner in the Marshalsea, and came into a fortune while there.
LJ002-0266|His bequest, which was charged upon his manor at Goring, Oxon, and hence called the Oxford Charity,|His bequest, which was charged upon his manor at Goring, Oxon, and hence called the Oxford Charity,
LJ002-0267|was applied only to the release of poor debtors whom £4 each could free.|was applied only to the release of poor debtors whom four pounds each could free.
